combination_id,source_category,source_label,scope_urls,include_offline,data_sensitivity,persistence,transitive_exposure,scope_count,cross_service_breadth,has_restricted_scope,risk_label
SC-1047,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Keep, access_type: full_access, google_classification: restricted; service: Sheets, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/keep; https://www.googleapis.com/auth/spreadsheets.readonly; ,1,4,1,0,2,2,1,critical
SC-1048,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Keep, access_type: read, google_classification: restricted; service: Keep, access_type: full_access, google_classification: restricted; service: Groups, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/keep.readonly; https://www.googleapis.com/auth/keep; https://www.googleapis.com/auth/groups; ,1,4,1,0,3,2,1,critical
SC-1049,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Keep, access_type: full_access, google_classification: restricted; service: Keep, access_type: read, google_classification: restricted; service: Calendar, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/keep; https://www.googleapis.com/auth/keep.readonly; https://www.googleapis.com/auth/calendar.calendars; ,0,4,0,0,3,2,1,critical
SC-1050,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Keep, access_type: full_access, google_classification: restricted; service: Keep, access_type: read, google_classification: restricted; service: Tasks, access_type: read, google_classification: sensitive; service: Tasks, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/keep; https://www.googleapis.com/auth/keep.readonly; https://www.googleapis.com/auth/tasks.readonly; https://www.googleapis.com/auth/tasks; ,0,4,0,0,4,2,1,critical
SC-1051,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Keep, access_type: read, google_classification: restricted; service: Keep, access_type: full_access, google_classification: restricted; service: Identity, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/keep.readonly; https://www.googleapis.com/auth/keep; openid; ,0,4,0,0,3,2,1,critical
SC-1052,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Chat, access_type: full_access, google_classification: sensitive; service: Drive, access_type: read, google_classification: sensitive; service: Drive, access_type: read, google_classification: restricted; Offline refresh token",https://www.googleapis.com/auth/chat.messages; https://www.googleapis.com/auth/drive.photos.readonly; https://www.googleapis.com/auth/drive.readonly; ,1,4,1,0,3,2,1,critical
SC-1053,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Chat, access_type: read_write, google_classification: sensitive; service: Chat, access_type: read, google_classification: sensitive; service: Docs, access_type: full_access, google_classification: sensitive; service: Docs, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/chat.memberships; https://www.googleapis.com/auth/chat.messages.readonly; https://www.googleapis.com/auth/documents; https://www.googleapis.com/auth/documents.readonly; ,1,4,1,0,4,2,0,high
SC-1054,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Chat, access_type: read, google_classification: sensitive; service: Chat, access_type: full_access, google_classification: sensitive; service: Photos, access_type: write, google_classification: sensitive; service: Photos, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/chat.spaces.readonly; https://www.googleapis.com/auth/chat.messages; https://www.googleapis.com/auth/photoslibrary.appendonly; https://www.googleapis.com/auth/photoslibrary; ,0,4,0,0,4,2,0,high
SC-1055,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Chat, access_type: read_write, google_classification: sensitive; service: Chat, access_type: read, google_classification: sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; service: Sheets, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/chat.spaces; https://www.googleapis.com/auth/chat.spaces.readonly; https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/spreadsheets.readonly; ,1,4,1,0,4,2,0,high
SC-1056,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Chat, access_type: read, google_classification: sensitive; service: Chat, access_type: read_write, google_classification: sensitive; service: Groups, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/chat.spaces.readonly; https://www.googleapis.com/auth/chat.memberships; https://www.googleapis.com/auth/groups; ,0,4,0,0,3,2,0,high
SC-1057,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Chat, access_type: read, google_classification: sensitive; service: Apps Script, access_type: read, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/chat.spaces.readonly; https://www.googleapis.com/auth/script.projects.readonly; https://www.googleapis.com/auth/script.deployments; ,0,4,0,0,3,2,0,high
SC-1058,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Chat, access_type: write, google_classification: sensitive; service: Forms, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/chat.delete; https://www.googleapis.com/auth/forms.body.readonly; ,1,4,1,0,2,2,0,high
SC-1059,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Chat, access_type: write, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; service: Classroom, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/chat.delete; https://www.googleapis.com/auth/classroom.courses.readonly; https://www.googleapis.com/auth/classroom.courses; ,1,4,1,0,3,2,0,high
SC-1060,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Chat, access_type: read_write, google_classification: sensitive; service: Chat, access_type: full_access, google_classification: sensitive; service: Tasks, access_type: read, google_classification: sensitive; service: Tasks, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/chat.memberships; https://www.googleapis.com/auth/chat.messages; https://www.googleapis.com/auth/tasks.readonly; https://www.googleapis.com/auth/tasks; ,0,4,0,0,4,2,0,high
SC-1061,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Chat, access_type: read, google_classification: sensitive; service: Chat, access_type: write, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/chat.messages.readonly; https://www.googleapis.com/auth/chat.delete; https://www.googleapis.com/auth/calendar.app.created; ,1,4,1,0,3,2,0,high
SC-1062,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Chat, access_type: write, google_classification: sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/chat.delete; https://www.googleapis.com/auth/userinfo.email; email; ,1,4,1,0,3,2,0,high
SC-1063,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Fitness, access_type: read, google_classification: sensitive; service: Fitness, access_type: read, google_classification: sensitive; service: Drive, access_type: write, google_classification: sensitive; service: Drive, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/fitness.blood_glucose.read; https://www.googleapis.com/auth/fitness.sleep.read; https://www.googleapis.com/auth/drive.scripts; https://www.googleapis.com/auth/drive.activity.readonly; ,0,4,0,0,4,2,0,high
SC-1064,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Fitness, access_type: read, google_classification: sensitive; service: Fitness, access_type: read, google_classification: sensitive; service: Photos, access_type: write, google_classification: sensitive; service: Photos, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/fitness.blood_glucose.read; https://www.googleapis.com/auth/fitness.sleep.read; https://www.googleapis.com/auth/photoslibrary.appendonly; https://www.googleapis.com/auth/photoslibrary.readonly; ,0,4,0,0,4,2,0,high
SC-1065,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Fitness, access_type: read, google_classification: sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; service: Sheets, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/fitness.body.read; https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/spreadsheets.readonly; ,0,4,0,0,3,2,0,high
SC-1066,Strategy G: Plausable Cross Scope Combinations With Random Scope Addition,"service: Fitness, access_type: read, google_classification: sensitive; service: Fitness, access_type: write, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/fitness.heart_rate.read; https://www.googleapis.com/auth/fitness.activity.write; https://www.googleapis.com/auth/script.projects; ,0,4,0,0,3,2,0,high
